title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
Honduras,93.0,8.0,8.0,9.0,9.0,9.0,,58/74,"Crisply sweet, nut-toned, richly floral. Almond butter, lilac, lemon verbena, red apple, oak in aroma and cup. Sweet structure with soft, round acidity; very full, syrupy-smooth mouthfeel. Lemon verbena supports the resonantly nut-toned finish.","A pretty Honduras cup with deeply sweet nut tones, delicate florals and citrusy herb notes.","Santa Barbara, Honduras",NT $330/200 grams,"This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced at Finca San Vicente entirely of trees of the Catuai, Pacas and Lempira varieties of Arabica. Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.",September 2020,Medium-Light,Small Eyes Cafe,"Yilan, Taiwan",https://www.coffeereview.com/review/honduras/
Olvin Valle Honduras,93.0,9.0,8.0,9.0,8.0,9.0,,58/78,"Berry-toned, sweetly tart. Raspberry, grapefruit, cashew butter, cedar, freesia-like flowers in aroma and cup. Sweet-tart structure with juicy, bright acidity; satiny-smooth mouthfeel. Berry- and citrus-toned finish with hints of cedar and freesia.","Brightly fruit-forward: distinct berry notes, rich-toned citrus zest and aromatic wood.","Las Flores, Honduras",$20.00/8 ounces,"This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Olvin Valle of Finca Cruz Grande entirely from trees of the Catuai variety of Arabica and processed by the washed method. Triple Coffee, headquartered in San Francisco's Marina District, is a high-end specialty coffee company that specializes in microlots from Honduras. Visit www.triplecoffee.co for more information. ",September 2020,Medium-Light,Triple Coffee Co.,"San Francisco, California",https://www.coffeereview.com/review/olvin-valle-honduras/
Guatemala Bella Carmona,93.0,8.0,8.0,9.0,9.0,9.0,,55/71,"Deep-toned, cleanly fruit-centered. Pineapple, violet candy, almond brittle, cedar, brown sugar in aroma and cup. Sweet structure with brisk acidity; silky-smooth, lively mouthfeel. The finish is quietly flavor-saturated.",An elegantly fruit-toned Guatemala cup with intimations of candied violets and almond brittle-like depth.,"Antigua growing region, Guatemala",NT $400/220 grams,"This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Luis Pedro Zelaya Zamora from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method. Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.",September 2020,Medium-Light,Atom Coffee Roasters,"Douliou City, Taiwan",https://www.coffeereview.com/review/guatemala-bella-carmona-2/
Guatemala El Plan Rosma,93.0,9.0,8.0,9.0,8.0,9.0,,60/76,"Sweetly savory, vibrant, deep. Meyer lemon zest, dark chocolate, tamarind, sandalwood, aromatic orchid in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Flavor-saturated-finish leads with notes of tamarind and lemon zest, rounding to deep, dark chocolate notes in the long.",Deeply chocolaty Guatemala cup with distinct tamarind and aromatic orchid notes leaning toward the tropical.,"Huehuetenango Department, Guatemala",$21.00/12 ounces,"This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Alejandro and Fredy Morales from trees of the Bourbon and Typica varieties of Arabica and processed by the washed method. Corvus Coffee Roasters is based in Denver, Colorado and specializes in rare and exclusive coffees from some of the finest growers in the world. Corvus particularly focuses on processing methods and selective harvesting, which result in small, seasonal micro-lots of uniquely sweet, vibrant, and clean flavor profiles. For more information, visit www.corvuscoffee.com.",September 2020,Medium-Light,Corvus Coffee Roasters,"Denver, Colorado",https://www.coffeereview.com/review/guatemala-el-plan-rosma/
El Salvador Las Mercedes La Avila,93.0,9.0,8.0,9.0,8.0,9.0,,56/72,"Rich-toned, chocolaty and floral. Baking chocolate, honeysuckle, lemon verbena, almond butter, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Chocolate up front in the short finish, followed by almond and lemon verbena in the long.",A satisfyingly chocolaty El Salvador cup complicated by layers of floral and sweet herb notes. ,"Tecapa Chinameca growing region, El Salvador",$18.00/12 ounces,This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Lucia Ortiz at Finca Las Mercedes from trees of the SL28 and Bourbon varieties of Arabica and processed by the washed method. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.,September 2020,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California",https://www.coffeereview.com/review/el-salvador-las-mercedes-la-avila/
El Salvador Finca Las Duanas,92.0,8.0,8.0,9.0,8.0,9.0,,62/80,"Balanced, deep, sweetly savory. Tamarind, dark chocolate, gardenia, candycap mushroom, almond in aroma and cup. Crispy sweet structure with brisk acidity; satiny mouthfeel. Chocolaty finish with undertones of tamarind and almond.",A harmonious El Salvador Pacamara cup with equal parts high-toned sweetness and deep-toned savory notes.,"Alotepec-Metapan region, El Salvador",$22.99/12 ounces,"This coffee tied for the third-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Enrique Mena Gutierrez in association with the Biokrop Project by Tierra Bendita entirely from trees of the Pacamara variety and processed by the washed method. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",September 2020,Light,Red Rooster Coffee Roaster,"Floyd, Virginia",https://www.coffeereview.com/review/el-salvador-finca-las-duanas/
Honduras Finca Don Eusebio,92.0,8.0,8.0,9.0,8.0,9.0,,62/80,"Delicately sweet, floral-toned. Honeysuckle, red grape, cashew, oak, brown sugar in aroma and cup. Sweet structure with gentle acidity; smooth, satiny mouthfeel. The finish consolidates to notes of red grape, cashew, and brown sugar.","A sweetly and gently pungent, quietly rich, balanced Honduras cup.","Chaguites, Honduras",$25.00/6 ounces,"This coffee tied for the third-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Don Eusebio at his farm in Chaguites, Honduras entirely from trees of the Catuai variety of Arabica and processed by the washed method. Plat Coffee is a specialty roaster and café in Hong Kong. For more information, visit www.platcoffee.com.",September 2020,Light,Plat Coffee Roastery,"Hong Kong, China",https://www.coffeereview.com/review/honduras-finca-don-eusebio/
Mexico Mayan Village Women’s Lot,92.0,8.0,8.0,8.0,9.0,9.0,,54/68,"Richly cherry-toned, chocolaty. Dark chocolate, black cherry, pistachio, honeysuckle, cedar in aroma and cup. Gently sweet-tart structure with brisk acidity; lively, syrupy mouthfeel. The finish is all chocolate, through and through.","A quietly intricate Chiapas cup with an especially vivacious, syrupy-smooth mouthfeel.","Bella Vista, Chiapas, Mexico",$16.00/12 ounces,"This coffee tied for the third-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Rosalba Cifuentes of Mayan Village Coffee in Chiapas from trees of the Bourbon, Catimor, and Caturra varieties of Arabica and processed by the washed method. Mr. Espresso is a San Francisco Bay Area wholesale roaster and espresso parts distributor that slow-roasts its coffees using traditional wood-fired roasting machines. Visit www.mrespresso.com or call 510-287-5200 for more information.",September 2020,Medium-Light,Mr. Espresso,"Oakland, California",https://www.coffeereview.com/review/mexico-mayan-village-womens-lot/
El Salvador Finca Kilimanjaro,92.0,8.0,8.0,9.0,8.0,9.0,,50/68,"Richly chocolaty, deeply sweet. Dark chocolate, freesia-like flowers, crisp pear, vanilla bean, cedar in aroma and cup. Sweet in structure with gentle acidity; velvety-smooth mouthfeel. Quiet, chocolaty finish with notes of pear and cedar.",A roast leaning toward the dark end of medium encourages the chocolate and floral notes of this El Salvador produced by the celebrated Aida Batlle.,"Santa Ana Department, El Salvador",$24.00/8 ounces,"This coffee tied for the third-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Aida Batlle of Finca Kilimanjaro entirely from trees of the Bourbon and Kenia varieties of Arabica and processed by the washed method. Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.",September 2020,Medium,Equator Coffees,"San Rafael, California",https://www.coffeereview.com/review/el-salvador-finca-kilimanjaro-3/
Guatemala Carlos Rivas,93.0,8.0,8.0,9.0,9.0,9.0,,58/74,"Richly sweet-savory, chocolate-toned. Dark chocolate, date, pralines, tiger lily, a hint of cumin in aroma and cup. Sweet-savory structure with gentle, round acidity; plump, syrupy mouthfeel. Gently drying finish is chocolaty through and through with undertones of pralines and flowers.",A particularly chocolaty Guatemala coffee with an intriguing savory undertone akin to cumin that anchors and balances the cup’s deep sweetness.,"Huehuetenango Department, Guatemala",$17.99/12 ounces,"This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Carolos Rivas at La Union Farm from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method. Founded in 1994, Kaldi's Coffee is a quality-oriented small-batch roaster with several cafes throughout Missouri. Visit www.kaldiscoffee.com or call 888-892-6333 for more information.",September 2020,Medium-Light,Kaldi's Coffee,"St. Louis, Missouri",https://www.coffeereview.com/review/guatemala-carlos-rivas/
Nicaragua La Huella Catuaí,93.0,8.0,8.0,9.0,9.0,9.0,,62/80,"Crisp, delicately sweet. Nectarine, jasmine, cocoa nib, almond, oak in aroma and cup. Sweet-toned structure with gentle acidity; full, viscous mouthfeel. The finish centers around notes of nectarine, cocoa nib, and oak.","A stone fruit- and floral-driven Nicaragua cup with an especially plush, vibrant mouthfeel.","Matagalpa, Nicaragua",NT $500/16 ounces,"Matagalpa is one of the classic growing regions of Nicaragua. This washed-process coffee is comprised entirely of the Catuaí variety of Arabica. David's Nose Coffee is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.dnose.com.tw.",September 2020,Light,David's Nose,"Taipei, Taiwan",https://www.coffeereview.com/review/nicaragua-la-huella-catuai/
El Salvador Santa Elena Pacamara,94.0,9.0,8.0,9.0,9.0,9.0,,54/70,"Richly fruit- and floral-toned. Passion fruit, narcissus, allspice, cocoa nib, tangerine zest in aroma and cup. Sweet-savory structure with juicy, high-toned acidity; lightly syrupy mouthfeel. Richly drying, vermouth-like finish.","A nuanced, multi-layered Pacamara from El Salvador with enticing notes of spice, fruit, and rich florals, all adding up to a vibrantly high-toned cup.","Chalatenango, El Salvador",NT $500/200 grams,"This coffee earned the highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Emilio Vasquez Landaverde at Finca Santa Elena entirely of trees of the Pacamara variety of Arabica and processed by the washed method. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]",September 2020,Medium-Light,GK Coffee,"Yilan, Taiwan",https://www.coffeereview.com/review/el-salvador-santa-elena-pacamara/
Las Gravilias Costa Rica,91.0,8.0,8.0,8.0,8.0,9.0,,62/76,"Delicate, sweet-toned. Plum, caramel, freesia-like flowers, oak, lemon zest in aroma and cup. Sweet-tart structure with brisk acidity; satiny mouthfeel. The finish centers around caramel and lemon zest.",A crisply bright Costa Rica cup animated by pretty stone fruit and spicy floral notes.,"Canton de Desamparados, San Jose, Costa Rica",$17.50/12 ounces,Certified organic. Produced by Roberto Fabrizzio Marin Jimenez from trees of the Catuaí and Caturra varieties of Arabica and carefully processed by the mechanically washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ,September 2020,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",https://www.coffeereview.com/review/las-gravilias-costa-rica/
